paso,episodio,puntaje,pasos_episodio,perdida_media,pasos_por_segundo
1568702,1926,1235.0,5637,1.50285,113.6
1569791,1927,605.0,4393,1.51226,113.6
1571006,1928,600.0,4877,1.52927,113.6
1571863,1929,630.0,3453,1.53709,113.6
1573257,1930,795.0,5603,1.52536,113.6
1575137,1931,1200.0,7553,1.48988,113.6
1577069,1932,1305.0,7749,1.49025,113.7
1578944,1933,1020.0,7533,1.51144,113.7
1579555,1934,400.0,2459,1.53266,113.7
1581342,1935,1085.0,7163,1.52548,113.7
1582440,1936,575.0,4413,1.51537,113.7
1583419,1937,605.0,3955,1.4931,113.7
1584507,1938,800.0,4381,1.49461,113.7
1585523,1939,730.0,4093,1.50715,113.7
1587158,1940,1220.0,6555,1.52725,113.7
1588641,1941,1085.0,5955,1.53126,113.8
1589682,1942,615.0,4187,1.54191,113.8
1590703,1943,600.0,4117,1.53615,113.8
1592500,1944,1635.0,7211,1.52348,113.8
1593835,1945,845.0,5353,1.51968,113.8
1594862,1946,775.0,4145,1.52469,113.8
1596262,1947,905.0,5615,1.52325,113.8
1598046,1948,1520.0,7157,1.51171,113.8
1600133,1949,1280.0,8371,1.5288,113.8
1601255,1950,600.0,4525,1.54586,113.8
1602280,1951,600.0,4117,1.54555,113.8
1603702,1952,845.0,5699,1.54778,113.9
1604493,1953,455.0,3185,1.53622,113.9
1605729,1954,740.0,4985,1.53884,113.9
1606890,1955,775.0,4656,1.55677,113.9
1607777,1956,600.0,3569,1.55833,113.9
1609180,1957,885.0,5629,1.56357,113.9
1611191,1958,1680.0,8059,1.53376,113.9
1612621,1959,985.0,5751,1.53015,113.9
1613494,1960,575.0,3507,1.52374,113.9
1615104,1961,1195.0,6464,1.53254,114.0
1616227,1962,665.0,4527,1.555,114.0
1617922,1963,1190.0,6791,1.56404,114.0
1619346,1964,780.0,5723,1.54357,114.0
1620408,1965,800.0,4261,1.54047,114.0
1621229,1966,605.0,3307,1.54415,114.0
1622315,1967,800.0,4361,1.54291,114.0
1623920,1968,875.0,6437,1.53905,114.0
1626101,1969,1230.0,8759,1.56461,114.0
1627881,1970,1260.0,7143,1.57513,114.1
1628987,1971,605.0,4435,1.56791,114.1
1630312,1972,800.0,5315,1.56683,114.1
1631394,1973,560.0,4367,1.55247,114.1
1632031,1974,355.0,2569,1.55568,114.1
1632630,1975,535.0,2400,1.54454,114.1
1634508,1976,1440.0,7531,1.52426,114.1
1635710,1977,580.0,4831,1.54319,114.1
1637259,1978,1160.0,6216,1.54429,114.1
1639070,1979,1105.0,7267,1.52661,114.2
1639979,1980,600.0,3657,1.52474,114.2
1641693,1981,1135.0,6891,1.51585,114.2
1643585,1982,1230.0,7579,1.52216,114.2
1644700,1983,605.0,4485,1.52646,114.2
1646364,1984,885.0,6673,1.52688,114.2
1647956,1985,950.0,6381,1.5348,114.2
1648936,1986,575.0,3951,1.54455,114.2
1650617,1987,935.0,6746,1.54247,114.2
1651663,1988,600.0,4211,1.53908,114.3
1652830,1989,645.0,4693,1.53306,114.3
1654539,1990,1345.0,6858,1.53687,114.3
1655794,1991,765.0,5039,1.53229,114.3
1657311,1992,1160.0,6079,1.52553,114.3
1658952,1993,1130.0,6599,1.53245,114.3
1659937,1994,600.0,3955,1.53281,114.3
1661459,1995,945.0,6129,1.5266,114.3
1663073,1996,1370.0,6487,1.50628,114.3
1663822,1997,540.0,3002,1.50731,114.4
1664500,1998,385.0,2725,1.51289,114.4
1666131,1999,900.0,6559,1.50951,114.4
1667396,2000,675.0,5095,1.52538,114.4
1668759,2001,920.0,5476,1.51839,114.4
1669895,2002,975.0,4561,1.52544,114.4
1671630,2003,1180.0,6969,1.51796,114.4
1673610,2004,1230.0,7953,1.50383,114.4
1674209,2005,470.0,2417,1.51968,114.4
1675673,2006,795.0,5893,1.52148,114.5
1676503,2007,610.0,3329,1.51164,114.5
1677567,2008,695.0,4273,1.52949,114.5
1678774,2009,685.0,4851,1.54575,114.5
1679931,2010,600.0,4645,1.54431,114.5
1681007,2011,600.0,4329,1.54431,114.5
1681909,2012,615.0,3643,1.52527,114.5
1682973,2013,805.0,4295,1.5084,114.5
1684370,2014,1090.0,5599,1.51563,114.5
1686021,2015,1025.0,6623,1.50468,114.5
1688518,2016,2035.0,10011,1.48961,114.5
1689948,2017,930.0,5745,1.51685,114.6
1690902,2018,610.0,3837,1.52657,114.6
1692268,2019,1040.0,5505,1.54488,114.6
1693670,2020,1060.0,5647,1.52625,114.6
1694676,2021,800.0,4059,1.51208,114.6
1696160,2022,1090.0,5956,1.49884,114.6
1697736,2023,1120.0,6339,1.51673,114.6
1698684,2024,600.0,3813,1.52406,114.6
1700207,2025,1150.0,6109,1.52987,114.6
1701204,2026,630.0,4019,1.53877,114.6
1702563,2027,1010.0,5449,1.52093,114.6
1704569,2028,1315.0,8045,1.52257,114.6
1705472,2029,600.0,3637,1.48597,114.6
1706330,2030,500.0,3459,1.5042,114.6
1707355,2031,805.0,4115,1.48916,114.7
1708200,2032,600.0,3413,1.4886,114.7
1708899,2033,495.0,2801,1.49271,114.7
1709906,2034,600.0,4055,1.49688,114.7
1710909,2035,600.0,4027,1.51144,114.7
1712434,2036,1090.0,6117,1.51148,114.7
1714231,2037,1200.0,7207,1.507,114.7
1716262,2038,1540.0,8155,1.49721,114.7
1717855,2039,1125.0,6404,1.50899,114.7
1718747,2040,555.0,3607,1.52059,114.8
1719712,2041,800.0,3891,1.56198,114.8
1721200,2042,1045.0,5965,1.54437,114.8
1722661,2043,1125.0,5865,1.52985,114.8
1724069,2044,940.0,5659,1.50236,114.8
1725780,2045,1000.0,6873,1.51925,114.8
1727264,2046,985.0,5965,1.53072,114.8
1728328,2047,775.0,4293,1.53188,114.8
1729559,2048,835.0,4957,1.53587,114.8
1730407,2049,520.0,3403,1.52799,114.8
1731516,2050,600.0,4475,1.51024,114.9
1732388,2051,545.0,3505,1.51769,114.9
1733761,2052,900.0,5525,1.52902,114.9
1735128,2053,925.0,5485,1.53041,114.9
1735816,2054,480.0,2785,1.52433,114.9
1736610,2055,510.0,3187,1.50294,114.9
1737461,2056,575.0,3434,1.51728,114.9
1739017,2057,1000.0,6243,1.50956,114.9
1740553,2058,1190.0,6163,1.52173,114.9
1742133,2059,915.0,6359,1.50144,114.9
1743761,2060,890.0,6547,1.53465,115.0
1745098,2061,1005.0,5365,1.52076,115.0
1747229,2062,1490.0,8545,1.51449,115.0
1748266,2063,600.0,4153,1.51167,115.0
1749381,2064,800.0,4501,1.53626,115.0
1750208,2065,480.0,3331,1.53904,115.0
1751197,2066,610.0,3983,1.54148,115.0
1753060,2067,1110.0,7471,1.52416,115.0
1754095,2068,955.0,4175,1.50803,115.0
1755018,2069,610.0,3705,1.52818,115.1
1756450,2070,1110.0,5749,1.54298,115.1
1757283,2071,745.0,3359,1.55365,115.1
1758672,2072,885.0,5567,1.55872,115.1
1759787,2073,600.0,4469,1.56037,115.1
1761252,2074,1415.0,5901,1.5363,115.1
1762983,2075,1075.0,6964,1.52537,115.1
1764264,2076,855.0,5145,1.52633,115.1
1765640,2077,1005.0,5535,1.52161,115.1
1767227,2078,975.0,6380,1.50535,115.2
1768748,2079,990.0,6097,1.5397,115.2
1770116,2080,1010.0,5507,1.55615,115.2
1771107,2081,795.0,3987,1.54839,115.2
1772033,2082,585.0,3723,1.54438,115.2
1774133,2083,1205.0,8431,1.5217,115.2
1775332,2084,600.0,4813,1.53286,115.2
1776390,2085,600.0,4255,1.53253,115.2
1777582,2086,735.0,4781,1.5313,115.2
1779265,2087,960.0,6755,1.53486,115.3
1780756,2088,1160.0,5975,1.52454,115.3
1781486,2089,485.0,2941,1.51514,115.3
1783092,2090,1045.0,6451,1.51466,115.3
1784738,2091,1095.0,6603,1.52357,115.3
1786388,2092,1190.0,6607,1.53,115.3
1787429,2093,570.0,4169,1.54244,115.3
1789007,2094,1030.0,6333,1.55202,115.3
1789942,2095,575.0,3768,1.58032,115.3
1791465,2096,1210.0,6123,1.58566,115.3
1792277,2097,605.0,3253,1.56935,115.4
1793646,2098,1035.0,5515,1.54013,115.4
1794476,2099,615.0,3339,1.53081,115.4
1796307,2100,1205.0,7355,1.54978,115.4
1797849,2101,930.0,6183,1.56451,115.4
1798777,2102,430.0,3751,1.5425,115.4
1800501,2103,1140.0,6927,1.52735,115.4
1802389,2104,1160.0,7589,1.55339,115.4
1803378,2105,600.0,3961,1.55843,115.4
1804409,2106,605.0,4135,1.55415,115.4
1805464,2107,830.0,4249,1.55605,115.4
1807002,2108,1240.0,6165,1.54367,115.4
1807974,2109,610.0,3893,1.53978,115.4
1809603,2110,1085.0,6547,1.53855,115.5
1811611,2111,1435.0,8055,1.51382,115.5
1813095,2112,1060.0,5973,1.49758,115.5
1814369,2113,1075.0,5121,1.48664,115.5
1815914,2114,1105.0,6211,1.51229,115.5
1816869,2115,805.0,3835,1.52222,115.5
1817981,2116,600.0,4467,1.52943,115.5
1819426,2117,995.0,5791,1.55155,115.5
1820388,2118,540.0,3860,1.53641,115.5
1821269,2119,545.0,3545,1.53257,115.5
1822924,2120,1315.0,6631,1.52052,115.6
1824477,2121,1240.0,6229,1.51725,115.6
1825199,2122,710.0,2905,1.51639,115.6
1826638,2123,1110.0,5793,1.50655,115.6
1827971,2124,995.0,5363,1.5169,115.6
1828810,2125,660.0,3381,1.52103,115.6
1830662,2126,1155.0,7427,1.50973,115.6
1831578,2127,605.0,3679,1.5239,115.6
1832555,2128,575.0,3921,1.51138,115.6
1833498,2129,600.0,3801,1.50393,115.6
1835199,2130,1195.0,6823,1.49227,115.7
1837760,2131,1755.0,10279,1.52024,115.7
1839703,2132,1390.0,7809,1.52367,115.7
1841483,2133,1305.0,7153,1.51889,115.7
1842484,2134,800.0,4031,1.52735,115.7
1843432,2135,550.0,3819,1.52764,115.7
1844238,2136,605.0,3257,1.5296,115.7
1845727,2137,895.0,5989,1.54475,115.7
1847211,2138,1055.0,5971,1.52293,115.8
1849213,2139,1290.0,8035,1.53043,115.8
1850678,2140,870.0,5885,1.54211,115.8
1852575,2141,1430.0,7601,1.55714,115.8
1854779,2142,1320.0,8855,1.55721,115.8
1856369,2143,1140.0,6391,1.54542,115.8
1857019,2144,480.0,2609,1.52043,115.8
1858001,2145,810.0,3941,1.5233,115.8
1859933,2146,1320.0,7767,1.50205,115.8
1861302,2147,1005.0,5509,1.48253,115.9
1862436,2148,545.0,4557,1.49976,115.9
1863963,2149,1120.0,6135,1.53177,115.9
1865629,2150,950.0,6705,1.55566,115.9
1866655,2151,545.0,4126,1.5465,115.9
1867577,2152,800.0,3701,1.52134,115.9
1869777,2153,1440.0,8815,1.54078,115.9
1870445,2154,325.0,2693,1.53435,115.9
1871420,2155,555.0,3924,1.54909,115.9
1872266,2156,600.0,3405,1.5532,115.9
1873863,2157,1020.0,6413,1.56991,116.0
1875581,2158,1605.0,6903,1.55815,116.0
1876680,2159,600.0,4417,1.54869,116.0
1877252,2160,300.0,2305,1.52299,116.0
1877954,2161,740.0,2817,1.53083,116.0
1878986,2162,1005.0,4137,1.54063,116.0
1880610,2163,1105.0,6507,1.52601,116.0
1881544,2164,570.0,3742,1.53934,116.0
1882598,2165,605.0,4237,1.54164,116.0
1884041,2166,1405.0,5791,1.56483,116.0
1885253,2167,805.0,4871,1.56532,116.0
1886150,2168,570.0,3621,1.54868,116.0
1888470,2169,1595.0,9307,1.55047,116.1
1890177,2170,1605.0,6853,1.56108,116.1
1890996,2171,485.0,3301,1.56473,116.1
1891689,2172,455.0,2795,1.57498,116.1
1892902,2173,680.0,4875,1.56838,116.1
1894221,2174,1055.0,5307,1.57142,116.1
1895836,2175,1040.0,6480,1.55441,116.1
1896871,2176,800.0,4157,1.57216,116.1
1898168,2177,960.0,5227,1.58705,116.1
1899142,2178,545.0,3915,1.58528,116.1
1900974,2179,1110.0,7343,1.58147,116.1
1901922,2180,520.0,3803,1.57824,116.1
1902881,2181,600.0,3847,1.57734,116.1
1904477,2182,935.0,6423,1.56202,116.2
1906526,2183,1205.0,8213,1.58232,116.2
1908066,2184,1175.0,6183,1.59691,116.2
1909673,2185,1085.0,6463,1.59768,116.2
1910668,2186,685.0,4011,1.57489,116.2
1912742,2187,1650.0,8327,1.54538,116.2
1914393,2188,1120.0,6635,1.53465,116.2
1915150,2189,405.0,3067,1.54467,116.2
1916505,2190,920.0,5446,1.54897,116.2
1917381,2191,610.0,3509,1.54445,116.2
1918311,2192,805.0,3747,1.55365,116.3
1919448,2193,660.0,4575,1.52956,116.3
1920664,2194,860.0,4901,1.52724,116.3
1922079,2195,975.0,5695,1.557,116.3
1923511,2196,1015.0,5747,1.56302,116.3
1924925,2197,950.0,5669,1.57108,116.3
1925933,2198,570.0,4055,1.57871,116.3
1927677,2199,1330.0,7011,1.56074,116.3
1929507,2200,1180.0,7355,1.55168,116.3
1931342,2201,1345.0,7353,1.54157,116.3
1932636,2202,885.0,5215,1.53449,116.4
1934206,2203,1095.0,6293,1.53374,116.4
1935673,2204,1100.0,5899,1.55605,116.4
1936326,2205,525.0,2625,1.54745,116.4
1937486,2206,945.0,4656,1.55861,116.4
1939408,2207,1460.0,7707,1.53592,116.4
1940537,2208,600.0,4529,1.52347,116.4
1941455,2209,525.0,3702,1.51117,116.4
1942973,2210,885.0,6091,1.52144,116.4
1943722,2211,540.0,3024,1.54944,116.4
1944462,2212,600.0,2973,1.55637,116.4
1945157,2213,540.0,2810,1.55414,116.4
1945821,2214,430.0,2677,1.56038,116.4
1946618,2215,470.0,3211,1.57538,116.4
1947515,2216,570.0,3605,1.5693,116.4
1949115,2217,1050.0,6422,1.56297,116.4
1950476,2218,1015.0,5461,1.56048,116.4
1951389,2219,555.0,3662,1.54939,116.4
1952517,2220,875.0,4541,1.55106,116.5
1953345,2221,540.0,3322,1.55989,116.5
1954964,2222,1080.0,6509,1.54389,116.5
1956427,2223,1140.0,5875,1.55437,116.5
1957249,2224,610.0,3297,1.53679,116.5
1957994,2225,515.0,2993,1.54405,116.5
1959827,2226,1205.0,7351,1.56227,116.5
1960984,2227,775.0,4655,1.57421,116.5
1962683,2228,1380.0,6815,1.57839,116.5
1963821,2229,605.0,4593,1.53919,116.5
1965546,2230,1195.0,6910,1.54194,116.5
1967279,2231,1170.0,6969,1.54981,116.5
1969119,2232,1205.0,7395,1.56666,116.5
1970952,2233,1200.0,7359,1.54826,116.5
1971793,2234,605.0,3387,1.54902,116.5
1972710,2235,605.0,3697,1.5455,116.5
1974259,2236,1070.0,6219,1.549,116.5
1975198,2237,600.0,3791,1.54791,116.5
1976403,2238,920.0,4841,1.55412,116.5
1977596,2239,555.0,4797,1.56333,116.5
1979042,2240,1180.0,5803,1.56243,116.5
1979972,2241,605.0,3729,1.57036,116.5
1980978,2242,805.0,4037,1.55705,116.5
1981958,2243,610.0,3945,1.55457,116.5
1982793,2244,455.0,3379,1.54724,116.5
1983665,2245,545.0,3519,1.54955,116.5
1985387,2246,1230.0,6899,1.57482,116.5
1986333,2247,575.0,3809,1.55421,116.5
1987905,2248,1080.0,6325,1.56879,116.5
1989499,2249,1405.0,6388,1.55397,116.5
1990649,2250,1125.0,4627,1.53981,116.5
1992479,2251,1215.0,7353,1.53229,116.5
1993596,2252,930.0,4483,1.52092,116.5
1994797,2253,545.0,4833,1.53392,116.5
1996261,2254,1130.0,5887,1.54344,116.5
1997810,2255,1075.0,6235,1.56945,116.5
1999067,2256,1015.0,5058,1.57329,116.5
2000867,2257,1515.0,7231,1.55812,116.5
2001786,2258,600.0,3691,1.54516,116.5
2003027,2259,695.0,4991,1.5346,116.5
2003789,2260,485.0,3061,1.54157,116.5
2004681,2261,605.0,3579,1.55712,116.5
2005722,2262,545.0,4190,1.55068,116.5
2006638,2263,600.0,3669,1.56648,116.5
2008959,2264,1555.0,9319,1.54287,116.5
2010226,2265,1020.0,5105,1.54401,116.5
2011823,2266,1145.0,6419,1.52667,116.5
2012661,2267,605.0,3367,1.54294,116.5
2014058,2268,930.0,5611,1.54847,116.5
2014785,2269,680.0,2945,1.54815,116.5
2015229,2270,245.0,1797,1.55232,116.5
2016102,2271,515.0,3529,1.56115,116.5
2016970,2272,610.0,3485,1.53691,116.5
2017560,2273,330.0,2397,1.52167,116.5
2018515,2274,605.0,3841,1.51028,116.5
2019527,2275,600.0,4067,1.51648,116.5
2020575,2276,600.0,4217,1.5263,116.5
2021359,2277,600.0,3157,1.53823,116.5
2022053,2278,400.0,2813,1.54612,116.5
2024032,2279,1375.0,7933,1.55801,116.5
2024935,2280,545.0,3623,1.55676,116.5
2027335,2281,1930.0,9637,1.55544,116.5
2028877,2282,1040.0,6186,1.54894,116.5
2030761,2283,1175.0,7561,1.52878,116.5
2032378,2284,980.0,6487,1.52035,116.5
2033834,2285,1165.0,5839,1.52755,116.5
2034791,2286,600.0,3837,1.5543,116.5
2035621,2287,600.0,3341,1.55042,116.5
2036762,2288,575.0,4581,1.54646,116.5
2038146,2289,970.0,5569,1.52342,116.5
2040364,2290,1625.0,8898,1.5207,116.5
2041364,2291,680.0,4033,1.54516,116.4
2042142,2292,480.0,3141,1.57426,116.4
2044119,2293,1185.0,7941,1.57705,116.4
2045325,2294,570.0,4841,1.5619,116.4
2046543,2295,545.0,4887,1.533,116.4
2048532,2296,1150.0,7989,1.53848,116.4
2049565,2297,600.0,4151,1.5413,116.4
2051089,2298,1100.0,6137,1.52616,116.4
2051947,2299,600.0,3463,1.5295,116.4
2052942,2300,805.0,3991,1.51984,116.4
2054014,2301,605.0,4297,1.52664,116.4
2055492,2302,1065.0,5925,1.51529,116.4
2056787,2303,605.0,5219,1.49307,116.4
2057732,2304,595.0,3807,1.4989,116.4
2059717,2305,1440.0,7973,1.54176,116.4
2060743,2306,585.0,4118,1.55135,116.4
2062157,2307,1015.0,5681,1.56857,116.4
2063522,2308,865.0,5493,1.56162,116.4
2065138,2309,975.0,6483,1.58281,116.4
2066624,2310,905.0,5979,1.55543,116.4
2067302,2311,435.0,2749,1.57087,116.4
2068383,2312,600.0,4355,1.5598,116.4
2069212,2313,455.0,3323,1.55195,116.4
2070286,2314,600.0,4323,1.56616,116.4
2071322,2315,630.0,4161,1.55849,116.4
2072198,2316,600.0,3517,1.57117,116.4
2072975,2317,525.0,3123,1.57541,116.4
2074421,2318,1010.0,5813,1.55916,116.4
2076224,2319,1150.0,7237,1.51335,116.4
2077737,2320,1235.0,6075,1.53676,116.4
2079317,2321,1185.0,6336,1.55678,116.4
2080860,2322,1130.0,6199,1.555,116.4
2081838,2323,600.0,3941,1.56647,116.4
2083466,2324,1085.0,6535,1.56907,116.4
2084309,2325,915.0,3383,1.57811,116.4
2085491,2326,690.0,4739,1.56745,116.4
2086606,2327,575.0,4471,1.55523,116.4
2088332,2328,1235.0,6937,1.53452,116.4
2089201,2329,600.0,3505,1.53177,116.4
2090658,2330,940.0,5855,1.56278,116.4
2091716,2331,545.0,4240,1.58005,116.4
2092429,2332,600.0,2869,1.5638,116.4
2093553,2333,630.0,4513,1.57546,116.4
2095389,2334,1430.0,7361,1.55163,116.4
2097560,2335,2030.0,8705,1.57219,116.3
2098743,2336,890.0,4751,1.60361,116.3
2099566,2337,420.0,3321,1.59988,116.3
2100504,2338,600.0,3761,1.61178,116.3
2102535,2339,1320.0,8159,1.57846,116.3
2103941,2340,925.0,5639,1.57114,116.3
2105275,2341,1150.0,5351,1.57165,116.3
2107203,2342,1240.0,7725,1.57457,116.3
2108085,2343,600.0,3557,1.55605,116.3
2109744,2344,1775.0,6665,1.54325,116.3
2110823,2345,525.0,4353,1.5497,116.3
2111644,2346,450.0,3309,1.55449,116.3
2113272,2347,985.0,6533,1.58432,116.3
2114804,2348,1405.0,6143,1.56058,116.3
2116585,2349,1180.0,7152,1.57915,116.3
2117543,2350,555.0,3873,1.58013,116.3
2118343,2351,740.0,3233,1.59369,116.3
2119457,2352,800.0,4473,1.57506,116.4
2120443,2353,565.0,3963,1.56744,116.4
2121815,2354,860.0,5501,1.5446,116.4
2122713,2355,460.0,3605,1.54533,116.4
2123981,2356,920.0,5085,1.57101,116.4
2124933,2357,605.0,3819,1.58233,116.4
2126727,2358,1435.0,7213,1.60327,116.4
2128188,2359,910.0,5855,1.58883,116.4
2129916,2360,1280.0,6933,1.5519,116.4
2130797,2361,600.0,3541,1.57696,116.4
2131863,2362,945.0,4275,1.56811,116.4
2132889,2363,570.0,4129,1.5762,116.4
2134420,2364,1230.0,6133,1.59047,116.5
2136084,2365,1180.0,6668,1.5748,116.5
2136769,2366,305.0,2767,1.55468,116.5
2138193,2367,890.0,5731,1.5295,116.5
2139165,2368,570.0,3907,1.52396,116.5
2140742,2369,1090.0,6347,1.52647,116.5
2142452,2370,1140.0,6863,1.54303,116.5
2143946,2371,1040.0,6009,1.5376,116.5
2144846,2372,805.0,3625,1.56443,116.5
2146478,2373,1120.0,6559,1.55861,116.5
2147454,2374,970.0,3913,1.57451,116.5
2148419,2375,800.0,3893,1.56506,116.5
2149414,2376,605.0,4001,1.56771,116.5
2150339,2377,570.0,3733,1.56865,116.5
2151568,2378,1100.0,4931,1.55676,116.6
2152331,2379,550.0,3081,1.5697,116.6
2153192,2380,745.0,3457,1.53341,116.6
2154951,2381,1230.0,7065,1.51649,116.6
2155981,2382,575.0,4129,1.48068,116.6
2157147,2383,915.0,4701,1.48852,116.6
2158163,2384,600.0,4093,1.49643,116.6
2159141,2385,545.0,3927,1.50466,116.6
2160570,2386,1205.0,5733,1.51931,116.6
2162082,2387,1300.0,6073,1.51203,116.6
2164069,2388,1750.0,7978,1.50199,116.6
2164850,2389,600.0,3129,1.5111,116.6
2165849,2390,530.0,4025,1.53451,116.6
2166768,2391,605.0,3717,1.53106,116.7
2167968,2392,600.0,4835,1.54489,116.7
2168982,2393,775.0,4079,1.54303,116.7
2170420,2394,935.0,5763,1.53317,116.7
2171591,2395,930.0,4709,1.53142,116.7
2172844,2396,765.0,5053,1.54004,116.7
2174427,2397,1320.0,6353,1.52463,116.7
2175932,2398,1125.0,6061,1.50481,116.7
2177352,2399,1070.0,5709,1.49046,116.7
2178892,2400,1425.0,6187,1.47852,116.7
2180363,2401,1235.0,5909,1.50757,116.7
2181705,2402,890.0,5395,1.51064,116.7
2182533,2403,600.0,3341,1.51344,116.8
2184267,2404,1430.0,6961,1.50524,116.8
2185616,2405,1000.0,5433,1.4946,116.8
2187414,2406,1090.0,7213,1.49504,116.8
2189566,2407,1810.0,8621,1.51013,116.8
2191402,2408,1330.0,7357,1.52794,116.8
2192401,2409,575.0,4029,1.51677,116.8
2194072,2410,1105.0,6713,1.53203,116.8
2194922,2411,585.0,3408,1.52602,116.8
2195790,2412,600.0,3497,1.55198,116.8
2197313,2413,1110.0,6103,1.53969,116.8
2198702,2414,680.0,5575,1.53307,116.8
2199253,2415,295.0,2239,1.52166,116.9
2200523,2416,810.0,5117,1.53676,116.8
2201374,2417,610.0,3417,1.53009,116.8
2202575,2418,945.0,4821,1.5251,116.8
2204348,2419,1175.0,7119,1.52698,116.9
2205928,2420,1065.0,6347,1.54396,116.9
2207866,2421,1240.0,7773,1.56273,116.9
2209846,2422,1185.0,7933,1.56298,116.9
2210772,2423,800.0,3729,1.569,116.9
2212200,2424,1055.0,5747,1.55657,116.9
2213166,2425,810.0,3891,1.54553,116.9
2214842,2426,1230.0,6729,1.56267,116.9
2216267,2427,1090.0,5735,1.57247,116.9
2218039,2428,1205.0,7117,1.57971,116.9
2220165,2429,1510.0,8525,1.55314,117.0
2221193,2430,600.0,4129,1.56667,117.0
2222910,2431,1215.0,6893,1.54581,117.0
2224326,2432,1020.0,5703,1.5517,117.0
2226105,2433,1040.0,7145,1.56606,117.0
2227071,2434,575.0,3892,1.55379,117.0
2228051,2435,570.0,3959,1.56819,117.0
2228843,2436,495.0,3185,1.57288,117.0
2230449,2437,1160.0,6453,1.57118,117.0
2231333,2438,610.0,3555,1.57385,117.0
2232508,2439,775.0,4734,1.55041,117.0
2233298,2440,800.0,3185,1.54582,117.0
2234910,2441,1345.0,6475,1.54925,117.0
2236082,2442,1155.0,4701,1.55343,117.0
2237813,2443,1235.0,6941,1.58153,117.0
2239229,2444,860.0,5681,1.56429,117.0
2241875,2445,2260.0,10617,1.55202,117.0
2243226,2446,1105.0,5431,1.56225,117.0
2244938,2447,1215.0,6880,1.57646,117.0
2246446,2448,1100.0,6071,1.56117,117.1
2248172,2449,1205.0,6917,1.54273,117.1
2249609,2450,1235.0,5781,1.54992,117.1
2250495,2451,600.0,3563,1.54815,117.1
2251287,2452,510.0,3183,1.56329,117.1
2252839,2453,1120.0,6223,1.59263,117.1
2253708,2454,600.0,3493,1.59799,117.1
2255164,2455,1185.0,5855,1.59883,117.1
2255941,2456,570.0,3129,1.5947,117.1
2257633,2457,1245.0,6789,1.55952,117.1
2258557,2458,555.0,3706,1.54922,117.1
2259449,2459,530.0,3588,1.55503,117.1
2260900,2460,1260.0,5827,1.54312,117.1
2262520,2461,1100.0,6499,1.54936,117.1
2264380,2462,1400.0,7471,1.55461,117.1
2265966,2463,1045.0,6373,1.54125,117.1
2266780,2464,550.0,3273,1.52447,117.1
2268414,2465,1200.0,6573,1.52376,117.1
2269772,2466,1050.0,5453,1.52196,117.1
2271323,2467,1195.0,6233,1.541,117.1
2272128,2468,605.0,3233,1.53644,117.1
2272805,2469,450.0,2731,1.53471,117.1
2273957,2470,780.0,4643,1.57082,117.1
2274836,2471,545.0,3549,1.57034,117.2
2276138,2472,945.0,5229,1.55376,117.2
2278444,2473,1535.0,9265,1.544,117.2
2279587,2474,755.0,4601,1.52671,117.2
2280388,2475,475.0,3217,1.53252,117.2
2282061,2476,1205.0,6721,1.52181,117.2
2283053,2477,575.0,3988,1.5319,117.2
2284382,2478,1380.0,5339,1.55267,117.2
2285169,2479,455.0,3183,1.5456,117.2
2286107,2480,800.0,3773,1.54589,117.2
2287012,2481,530.0,3641,1.54206,117.2
2288716,2482,1440.0,6855,1.51685,117.2
2289797,2483,605.0,4349,1.51726,117.2
2290689,2484,470.0,3587,1.50247,117.2
2291621,2485,605.0,3741,1.52617,117.2
2293165,2486,1030.0,6191,1.53234,117.2
2294803,2487,980.0,6579,1.5508,117.2
2295549,2488,565.0,2995,1.5425,117.2
2297171,2489,1035.0,6503,1.52387,117.2
2298188,2490,570.0,4079,1.51103,117.2
2299848,2491,1010.0,6655,1.50522,117.2
2301663,2492,1230.0,7273,1.52501,117.2
2303391,2493,1300.0,6935,1.50743,117.2
2304718,2494,995.0,5334,1.52035,117.2
2306361,2495,1155.0,6594,1.51671,117.2
2308372,2496,1375.0,8059,1.5205,117.2
2310103,2497,1040.0,6945,1.51752,117.3
2311585,2498,1015.0,5951,1.52381,117.3
2313216,2499,1125.0,6547,1.49563,117.3
2314662,2500,1000.0,5801,1.49423,117.3
2316238,2501,1125.0,6331,1.51273,117.3
2317918,2502,1085.0,6757,1.5167,117.3
2318800,2503,600.0,3533,1.52599,117.3
2321334,2504,1715.0,10157,1.52722,117.3
2323032,2505,1180.0,6817,1.53155,117.3
2323871,2506,600.0,3369,1.5277,117.3
2325414,2507,1500.0,6211,1.52201,117.3
2326702,2508,890.0,5169,1.50143,117.3
2327890,2509,1165.0,4781,1.4984,117.3
2328665,2510,490.0,3113,1.50215,117.3
2330576,2511,1400.0,7659,1.52354,117.3
2331583,2512,810.0,4055,1.52083,117.3
2332538,2513,575.0,3837,1.51955,117.3
2333919,2514,1050.0,5553,1.52838,117.3
2334845,2515,575.0,3735,1.53428,117.3
2335630,2516,715.0,3167,1.54686,117.3
2336805,2517,1010.0,4741,1.5487,117.4
2337738,2518,550.0,3755,1.54632,117.4
2339350,2519,1100.0,6475,1.55029,117.4
2341090,2520,1230.0,6999,1.55578,117.4
2342357,2521,690.0,5105,1.553,117.4
2344299,2522,1630.0,7789,1.55027,117.4
